,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lexedith Oy,27.05.2015,
1,Y-tunnus,2691000-2,,
2,Kotipaikka,Vantaa,27.05.2015,
3,Yritysmuoto,Osakeyhtiö,27.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.05.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.05.2015,,
8,Yrityksen tila,Rekisterissä,27.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,30.12.2018,
12,Postiosoite,Kankurintie 14 A  01260  Vantaa  Suomi,,
13,Käyntiosoite,Kankurintie 14 A  01260  Vantaa  Suomi,,
14,Puhelin,"+358504016760, +358504016760",,
15,Sähköposti,contact(a)lexedith.eu,,
16,Www,http://www.lexedith.eu,,
