,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SL-Teollisuuspalvelu Oy,17.04.2015,
1,Y-tunnus,2686247-7,,
2,Kotipaikka,Vantaa,17.04.2015,
3,Yritysmuoto,Osakeyhtiö,17.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.04.2015,,
8,Yrityksen tila,Rekisterissä,17.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,04.01.2017,
12,Postiosoite,c/o SL-Teollisuuspalvelu Oy  Hyasinttikuja 5 C  04420  Järvenpää  Suomi,,
13,Käyntiosoite,c/o SL-Teollisuuspalvelu Oy  Hyasinttikuja 5 C  04420  Järvenpää  Suomi,,
14,Puhelin,"0415342693, 0405494426",,
15,Sähköposti,info(a)sl-teollisuuspalvelu.fi,,
16,Www,http://www.sl-teollisuuspalvelu.fi,,
