,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Halonen - Mylly Oy,03.11.2015,
1,Y-tunnus,2718344-1,,
2,Kotipaikka,Helsinki,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Viimeisin rekisteröintiajankohta,17.02.2023,17.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
8,Yrityksen tila,Rekisterissä,03.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,24.02.2021,
12,Postiosoite,Kasarmikatu 44  00130  Helsinki  Suomi,,
13,Käyntiosoite,Kasarmikatu 44  00130  Helsinki  Suomi,,
14,Puhelin,0207427500,,
15,Sähköposti,etunimi.sukunimi(a)halonen.fi,,
16,Www,http://www.halonen.fi,,
