,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Trifuliitsium Oy,20.04.2021,
1,Y-tunnus,2712019-2,,
2,Kotipaikka,Helsinki,29.09.2015,
3,Yritysmuoto,Osakeyhtiö,29.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,07.07.2022,07.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksen tilanne,Selvitystilassa,08.04.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,01.02.2021,
12,Yhteystiedot,,14.04.2020,
13,Postiosoite,Isonmastontie 9 E  00980  Helsinki  Suomi,,
14,Käyntiosoite,Isonmastontie 9 E  00980  Helsinki  Suomi,,
15,Puhelin,0453583717,,
16,Sähköposti,toimisto(a)asianajatuomainen.fi,,
