,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ZeroG Oy,07.09.2016,
1,Y-tunnus,2731046-3,,
2,Kotipaikka,Helsinki,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,17.07.2020,
12,Postiosoite,Eerikinkatu 15-17 D 62  00100  Helsinki  Suomi,,
13,Käyntiosoite,Eerikinkatu 15-17 D 62  00100  Helsinki  Suomi,,
14,Puhelin,0440866366,,
15,Sähköposti,patrik(a)feelzerog.com,,
16,Www,http://www.feelzerog.com,,
