,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Travon Oy,26.11.2015,
1,Y-tunnus,2726494-6,,
2,Kotipaikka,Vantaa,30.07.2021,
3,Yritysmuoto,Osakeyhtiö,26.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.11.2015,,
6,Viimeisin rekisteröintiajankohta,08.06.2022,08.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.11.2015,,
8,Yrityksen tila,Rekisterissä,26.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.12.2019,
11,Yhteystiedot,,08.10.2018,
12,Postiosoite,Huovinkuja 2  01700  Vantaa  Suomi,,
13,Puhelin,040 684 0422,,
14,Sähköposti,info(a)travon.fi,,
