,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Avordia Oy,11.06.2015,
1,Y-tunnus,2691776-5,,
2,Kotipaikka,Helsinki,11.06.2015,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,05.01.2023,05.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,31.08.2022,
12,Postiosoite,c/o Topcounter Group Oy  Pulttitie 4  00880  Helsinki  Suomi,,
13,Käyntiosoite,c/o Topcounter Group Oy  Pulttitie 4  00880  Helsinki  Suomi,,
14,Sähköposti,timo(a)topcounter.fi,,
