,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aranda Pharma Oy,30.09.2015,
1,Y-tunnus,2712646-3,,
2,Kotipaikka,Kuopio,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,02.11.2022,02.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.03.2022,
11,Yhteystiedot,,29.06.2016,
12,Postiosoite,PL 1199  70211  Kuopio  Suomi,,
13,Käyntiosoite,Microkatu 1  70210  Kuopio  Suomi,,
14,Puhelin,0440323361,,
15,Sähköposti,anu.muona(a)arandapharma.com,,
16,Www,http://www.arandapharma.com,,
