,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Five Points Crew Oy,31.03.2015,
1,Y-tunnus,2682061-3,,
2,Kotipaikka,Helsinki,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,28.03.2023,28.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.03.2023,
11,Yhteystiedot,,20.04.2021,
12,Postiosoite,Fredrikinkatu 28 C 30  00120  Helsinki  Suomi,,
13,Käyntiosoite,Fredrikinkatu 28 C 30  00120  Helsinki  Suomi,,
14,Puhelin,0407011334,,
15,Sähköposti,contact(a)fivepoints.fi,,
16,Www,http://www.fivepoints.fi,,
