,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vislin Oy,27.07.2015,
1,Y-tunnus,2701146-3,,
2,Kotipaikka,Kangasala,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.06.2020,
11,Yhteystiedot,,17.07.2015,
12,Postiosoite,Holvastintie 6  36240  Kangasala  Suomi,,
13,Käyntiosoite,Holvastintie 6  36240  Kangasala  Suomi,,
14,Puhelin,033642630,,
