,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Herlevi & Co Oy,27.07.2015,
1,Y-tunnus,2693594-7,,
2,Kotipaikka,Vaasa,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,24.02.2023,24.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.02.2021,
11,Yhteystiedot,,09.02.2016,
12,Postiosoite,Hietalahdenkatu 19  65100  Vaasa  Suomi,,
13,Käyntiosoite,Hietalahdenkatu 19  65100  Vaasa  Suomi,,
14,Puhelin,+358449880873,,
15,Sähköposti,ville.herlevi(a)outlook.com,,
16,Www,http://herlevi.com,,
