,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arcenciel Oy,21.07.2015,
1,Y-tunnus,2699107-6,,
2,Kotipaikka,Espoo,21.07.2015,
3,Yritysmuoto,Osakeyhtiö,21.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.07.2015,,
6,Viimeisin rekisteröintiajankohta,19.03.2023,19.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.07.2015,,
8,Yrityksen tila,Rekisterissä,21.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.03.2023,
11,Yhteystiedot,,19.03.2023,
12,Postiosoite,Luuvanpuisto 8  02620  Espoo  Suomi,,
13,Käyntiosoite,Luuvanpuisto 8  02620  Espoo  Suomi,,
14,Puhelin,"+358405001803, +358405001803",,
15,Sähköposti,timo.uusipere(a)arcenciel.fi,,
16,Www,http://www.arcenciel.fi,,
