,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistöyhtiö Ars Longa Oy,09.02.2015,
1,Y-tunnus,2671897-7,,
2,Kotipaikka,Helsinki,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,11.02.2023,11.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,09.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2022,
11,Yhteystiedot,,01.08.2020,
12,Postiosoite,Lemuntie 4 D 21  00510  Helsinki  Suomi,,
13,Puhelin,0413175383,,
14,Sähköposti,jaakko.rustanius(a)arslongatalo.fi,,
15,Www,http://www.arslongatalo.fi,,
