,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Admin Grapheum Ab,03.02.2016,
1,Y-tunnus,2677370-6,,
2,Kotipaikka,Helsinki,25.02.2015,
3,Yritysmuoto,Osakeyhtiö,25.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.02.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.02.2015,,
8,Yrityksen tila,Rekisterissä,25.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.12.2019,
11,Yhteystiedot,,22.10.2020,
12,Postiosoite,Fabianinkatu 4 B 11  00130  Helsinki  Suomi,,
13,Käyntiosoite,Fabianinkatu 4 B 11  00130  Helsinki  Suomi,,
14,Puhelin,044-972 7088,,
