,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AR Rauta Oy,02.12.2015,
1,Y-tunnus,2728282-9,,
2,Kotipaikka,Mäntsälä,02.12.2015,
3,Yritysmuoto,Osakeyhtiö,02.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.12.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.12.2015,,
8,Yrityksen tila,Rekisterissä,02.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.06.2020,
11,Yhteystiedot,,11.11.2020,
12,Postiosoite,Ojamonharjuntie 86  08200  Lohja  Suomi,,
13,Käyntiosoite,Ojamonharjuntie 86  08200  Lohja  Suomi,,
14,Puhelin,0402148666,,
