,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Yogassi Oy,26.10.2015,
1,Y-tunnus,2718987-8,,
2,Kotipaikka,Hanko,26.10.2015,
3,Yritysmuoto,Osakeyhtiö,26.10.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,26.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.10.2015,,
8,Yrityksen tila,Rekisterissä,26.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,27.12.2019,
12,Postiosoite,Satamakatu 2  10900  Hanko  Suomi,,
13,Käyntiosoite,Satamakatu 2  10900  Hanko  Suomi,,
14,Puhelin,0505778868,,
