,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Unity Life Oy,27.11.2015,
1,Y-tunnus,2726748-5,,
2,Kotipaikka,Espoo,27.11.2015,
3,Yritysmuoto,Osakeyhtiö,27.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.11.2015,,
6,Viimeisin rekisteröintiajankohta,24.02.2023,24.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.11.2015,,
8,Yrityksen tila,Rekisterissä,27.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,22.11.2019,
12,Postiosoite,Sinikalliontie 7  02630  Espoo  Suomi,,
13,Käyntiosoite,c/o Finlandia Group Oyj  Eteläranta 20  00130  Helsinki  Suomi,,
14,Puhelin,+358458033955,,
15,Sähköposti,info(a)unitylife.fi,,
16,Www,http://www.unitylife.fi,,
