,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Capset Oy,02.08.2018,
1,Y-tunnus,2680867-3,,
2,Kotipaikka,Sastamala,23.03.2015,
3,Yritysmuoto,Osakeyhtiö,23.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.03.2015,,
8,Yrityksen tila,Rekisterissä,23.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,16.07.2018,
12,Postiosoite,Puistokatu 11  38200  Sastamala  Suomi,,
13,Käyntiosoite,Puistokatu 11  38200  Sastamala  Suomi,,
14,Puhelin,0443223201,,
15,Sähköposti,taksi.lasku(a)kopteri.net,,
