,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Turun Pihamulta Oy,22.12.2015,
1,Y-tunnus,2727770-4,,
2,Kotipaikka,Naantali,25.04.2023,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.04.2023,
11,Yhteystiedot,,04.07.2020,
12,Postiosoite,Navirentie 1  21100  Naantali  Suomi,,
13,Puhelin,0405942810,,
14,Sähköposti,info(a)pihamulta.fi,,
15,Www,http://www.pihamulta.fi,,
