,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Herkkukasari Oy,26.03.2015,
1,Y-tunnus,2682489-2,,
2,Kotipaikka,Turku,26.03.2015,
3,Yritysmuoto,Osakeyhtiö,26.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.03.2015,,
6,Viimeisin rekisteröintiajankohta,05.08.2022,05.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.03.2015,,
8,Yrityksen tila,Rekisterissä,26.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.07.2021,
11,Yhteystiedot,,19.03.2015,
12,Postiosoite,Lauklähteenkatu 14 A 2  20740  Turku  Suomi,,
13,Käyntiosoite,Lauklähteenkatu 14 A 2  20740  Turku  Suomi,,
14,Puhelin,0405117966,,
