,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaasan Talotekniikka Oy,28.05.2015,
1,Y-tunnus,2691422-2,,
2,Kotipaikka,Vaasa,28.05.2015,
3,Yritysmuoto,Osakeyhtiö,28.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.05.2015,,
6,Viimeisin rekisteröintiajankohta,23.11.2022,23.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.05.2015,,
8,Yrityksen tila,Rekisterissä,28.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,30.11.2022,
12,Postiosoite,Porinkatu 6 A 2  65350  Vaasa  Suomi,,
13,Käyntiosoite,Porinkatu 6 A 2  65350  Vaasa  Suomi,,
14,Puhelin,050-4408330,,
15,Sähköposti,panu.eerola(a)vaasantalotekniikka.fi,,
16,Www,http://www.vaasantalotekniikka.fi,,
