,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Shipit Oy Ab,24.08.2015,
1,Y-tunnus,2705721-8,,
2,Kotipaikka,Jomala,16.02.2016,
3,Yritysmuoto,Osakeyhtiö,24.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.08.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.08.2015,,
8,Yrityksen tila,Rekisterissä,24.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,27.12.2021,
12,Postiosoite,c/o Shipit Oy Ab  PL 60  22101  Mariehamn  Suomi,,
13,Käyntiosoite,Askonkatu 9 A  15100  Lahti  Suomi,,
14,Puhelin,+358 20 752 8488,,
15,Sähköposti,info(a)shipit.fi,,
16,Www,http://www.shipit.fi,,
