,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Juslin Maunula Oy,02.02.2016,
1,Y-tunnus,2733402-7,,
2,Kotipaikka,Helsinki,02.02.2016,
3,Yritysmuoto,Osakeyhtiö,02.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2016,,
6,Viimeisin rekisteröintiajankohta,01.07.2022,01.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.02.2016,,
8,Yrityksen tila,Rekisterissä,02.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,01.03.2022,
12,Postiosoite,Neitsytpolku 9  00140  Helsinki  Suomi,,
13,Käyntiosoite,Neitsytpolku 9  00140  Helsinki  Suomi,,
14,Puhelin,"+358 40 576 3593, +358 50 573 8283",,
15,Sähköposti,info(a)juslinmaunula.com,,
16,Www,http://www.juslinmaunula.com,,
