,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karena Oy,10.02.2015,
1,Y-tunnus,2670451-6,,
2,Kotipaikka,Kitee,10.02.2015,
3,Yritysmuoto,Osakeyhtiö,10.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.02.2015,,
8,Yrityksen tila,Rekisterissä,10.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,27.01.2015,
12,Postiosoite,Pajarintie 1  82500  Kitee  Suomi,,
13,Käyntiosoite,Pajarintie 1  82500  Kitee  Suomi,,
14,Puhelin,040-4819902,,
15,Sähköposti,mika.karna(a)pp.inet.fi,,
