,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Dive Travel Finland Oy,01.01.2016,
1,Y-tunnus,2732371-5,,
2,Kotipaikka,Turku,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2020,
11,Yhteystiedot,,19.09.2022,
12,Postiosoite,Liponkuja 10  20540  Turku  Suomi,,
13,Käyntiosoite,c/o Kipinä Yritystalo  Maariankatu 2  20100  Turku  Suomi,,
14,Puhelin,+ 358 40 7383 777,,
15,Sähköposti,info(a)divetravel.fi,,
16,Www,http://www.divetravel.fi,,
