,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HIM Capital Oy,06.05.2021,
1,Y-tunnus,2726962-4,,
2,Kotipaikka,Jyväskylä,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2022,16.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.07.2020,
11,Yhteystiedot,,14.12.2021,
12,Postiosoite,PL 166  00101  Helsinki  Suomi,,
13,Sähköposti,ask(a)him.fi,,
14,Www,http://www.him.fi,,
