,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ilmaveljet Oy,16.04.2015,
1,Y-tunnus,2686387-5,,
2,Kotipaikka,Lahti,16.04.2015,
3,Yritysmuoto,Osakeyhtiö,16.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.10.2019,11.10.2019,
7,Yrityksen tiedot järjestelmässä alkaen,16.04.2015,,
8,Yrityksen tila,Rekisterissä,16.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.08.2018,
12,Postiosoite,Vesijärvenkatu 21 A 4  15140  Lahti  Suomi,,
13,Puhelin,0405594471,,
14,Sähköposti,ilmaveljetoy(a)gmail.com,,
