,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Solvins Företagstjänster Ab,26.02.2015,
1,Y-tunnus,2665202-3,,
2,Kotipaikka,Uusikaarlepyy,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.01.2023,25.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.06.2022,
11,Yhteystiedot,,12.01.2015,
12,Postiosoite,Näsibackavägen 190  66950  Munsala  Suomi,,
13,Käyntiosoite,Näsibackavägen 190  66950  Munsala  Suomi,,
14,Puhelin,0449736159,,
15,Sähköposti,solvin.lars(a)multi.fi,,
