,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lapex Inter Oy,12.05.2015,
1,Y-tunnus,2688716-4,,
2,Kotipaikka,Lapua,12.05.2015,
3,Yritysmuoto,Osakeyhtiö,12.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.05.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.05.2015,,
8,Yrityksen tila,Rekisterissä,12.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,29.04.2015,
12,Postiosoite,Poutuntie 17  62100  Lapua  Suomi,,
13,Puhelin,050 5594746,,
