,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nordic Passion Oy,22.10.2020,
1,Y-tunnus,2706893-7,,
2,Kotipaikka,Helsinki,22.09.2015,
3,Yritysmuoto,Osakeyhtiö,22.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.09.2015,,
6,Viimeisin rekisteröintiajankohta,08.11.2022,08.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.09.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2020,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.07.2022,
11,Yhteystiedot,,25.10.2020,
12,Postiosoite,Ylipalontie 22 A  00670  Helsinki  Suomi,,
13,Käyntiosoite,Nuijamiestentie 5 B  00400  Helsinki  Suomi,,
14,Puhelin,"0500927164, 0500927164",,
15,Www,http://www.4kaad.com,,
