,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tenho Design Oy,09.04.2015,
1,Y-tunnus,2677123-3,,
2,Kotipaikka,Vaasa,09.04.2015,
3,Yritysmuoto,Osakeyhtiö,09.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.04.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2022,03.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.04.2015,,
8,Yrityksen tila,Rekisterissä,09.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,22.05.2022,
12,Postiosoite,Mechelininkatu 19 A 20  00100  Helsinki  Suomi,,
13,Käyntiosoite,Museokatu 9  00100  Helsinki  Suomi,,
14,Puhelin,040-5300702,,
15,Sähköposti,satu(a)tenhodesign.com,,
16,Www,http://www.tenhodesign.com,,
