,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kirjanpito- ja tilintarkastuspalvelu Suoranta Oy,16.04.2015,
1,Y-tunnus,2685817-9,,
2,Kotipaikka,Turku,16.04.2015,
3,Yritysmuoto,Osakeyhtiö,16.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.04.2015,,
6,Viimeisin rekisteröintiajankohta,14.01.2023,14.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.04.2015,,
8,Yrityksen tila,Rekisterissä,16.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2019,
11,Yhteystiedot,,13.04.2015,
12,Postiosoite,Leirikatu 9  20360  Turku  Suomi,,
