,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tilitoimisto J & T Markkanen Oy,10.08.2015,
1,Y-tunnus,2702828-1,,
2,Kotipaikka,Riihimäki,10.08.2015,
3,Yritysmuoto,Osakeyhtiö,10.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.08.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.08.2015,,
8,Yrityksen tila,Rekisterissä,10.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.07.2019,
11,Yhteystiedot,,22.11.2020,
12,Postiosoite,c/o Markkanen  Ajurinkatu 28  11710  Riihimäki  Suomi,,
13,Käyntiosoite,c/o Markkanen  Ajurinkatu 28  11710  Riihimäki  Suomi,,
14,Puhelin,+358 40 5298000,,
15,Sähköposti,timo(a)tilitoimistomarkkanen.fi,,
