,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Automaalaamo Pykäläinen Oy,03.03.2015,
1,Y-tunnus,2678490-7,,
2,Kotipaikka,Kerava,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,13.12.2022,13.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,12.05.2015,
12,Postiosoite,Peltomäenkatu 9 B  04250  Kerava  Suomi,,
13,Käyntiosoite,Peltomäenkatu 9 B  04250  Kerava  Suomi,,
14,Puhelin,09 294 6680,,
