,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tikstaali Oy,17.03.2015,
1,Y-tunnus,2679290-7,,
2,Kotipaikka,Helsinki,17.03.2015,
3,Yritysmuoto,Osakeyhtiö,17.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.03.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.03.2015,,
8,Yrityksen tila,Rekisterissä,17.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,02.03.2015,
12,Postiosoite,Solvikinkatu 9 A 6  00990  Helsinki  Suomi,,
13,Käyntiosoite,Solvikinkatu 9 A 6  00990  Helsinki  Suomi,,
14,Puhelin,0400193064,,
