,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Navela Group Oy,21.01.2015,
1,Y-tunnus,2664735-5,,
2,Kotipaikka,Helsinki,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,04.06.2020,04.06.2020,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.02.2021,
12,Postiosoite,Viskaalintie 4  00690  Helsinki  Suomi,,
13,Puhelin,0447256077,,
14,Sähköposti,navela(a)navelagroup.com,,
