,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,EP Finland Oy,23.06.2016,
1,Y-tunnus,2734620-4,,
2,Kotipaikka,Helsinki,23.06.2016,
3,Yritysmuoto,Osakeyhtiö,23.06.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,23.06.2016,,
6,Viimeisin rekisteröintiajankohta,01.04.2023,01.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2016,,
8,Yrityksen tila,Rekisterissä,23.06.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.07.2020,
11,Yhteystiedot,,01.11.2016,
12,Postiosoite,Fredrikinkatu 61 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,Fredrikinkatu 61 A  00100  Helsinki  Suomi,,
14,Puhelin,"040 080 1800, +45 25 70 00 26",,
15,Sähköposti,info(a)europoultry.fi,,
16,Www,http://www.europoultry.eu,,
