,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lintrens Oy,06.11.2015,
1,Y-tunnus,2719549-3,,
2,Kotipaikka,Helsinki,06.11.2015,
3,Yritysmuoto,Osakeyhtiö,06.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.11.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2023,25.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.11.2015,,
8,Yrityksen tila,Rekisterissä,06.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.10.2021,
11,Yhteystiedot,,12.04.2023,
12,Käyntiosoite,c/o Faktucon Oy  Ratamestarinkatu 11 B 6  00520  Helsinki  Suomi,,
13,Puhelin,"0103267165, 0469215869",,
