,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KuVu Valmennus Oy,03.07.2015,
1,Y-tunnus,2696280-6,,
2,Kotipaikka,Sotkamo,03.07.2015,
3,Yritysmuoto,Osakeyhtiö,03.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.07.2015,,
6,Viimeisin rekisteröintiajankohta,22.12.2022,22.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.07.2015,,
8,Yrityksen tila,Rekisterissä,03.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.12.2022,
11,Yhteystiedot,,13.05.2022,
12,Postiosoite,c/o Superjymy Oy  Kainuuntie 3  88600  Sotkamo  Suomi,,
13,Käyntiosoite,c/o Superjymy Oy  Kainuuntie 3  88600  Sotkamo  Suomi,,
14,Puhelin,0400350821,,
15,Sähköposti,mikko.kuosmanen(a)superjymy.fi,,
