,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,EIUS Oy,06.10.2015,
1,Y-tunnus,2709485-2,,
2,Kotipaikka,Helsinki,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.03.2020,
11,Yhteystiedot,,01.07.2020,
12,Postiosoite,Husbackankuja 6 A 18  01610  Vantaa  Suomi,,
13,Puhelin,+358404141329,,
14,Sähköposti,info(a)eius.fi,,
