,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VaGomet Oy,06.05.2015,
1,Y-tunnus,2684903-7,,
2,Kotipaikka,Lahti,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Viimeisin rekisteröintiajankohta,12.02.2023,12.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
8,Yrityksen tila,Rekisterissä,06.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.06.2020,
11,Yhteystiedot,,16.05.2022,
12,Postiosoite,Hämeenkatu 28  15140  Lahti  Suomi,,
13,Käyntiosoite,Hämeenkatu 28  15140  Lahti  Suomi,,
14,Puhelin,0440113333,,
15,Sähköposti,etunimi.sukunimi(a)go-on.fi,,
16,Www,http://www.go-on.fi,,
