,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BTR Finland Oy,16.12.2015,
1,Y-tunnus,2725946-9,,
2,Kotipaikka,Espoo,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,11.12.2020,
12,Postiosoite,Konetie 2 C 24  04300  Tuusula  Suomi,,
13,Käyntiosoite,Konetie 2 C 24  04300  Tuusula  Suomi,,
14,Puhelin,0400214011,,
15,Sähköposti,pekka.viljanen(a)btrfinland.fi,,
16,Www,http://www.btr.eu/fi,,
