,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lakeuden Tilineuvos Oy,18.05.2015,
1,Y-tunnus,2686439-2,,
2,Kotipaikka,Seinäjoki,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,31.01.2023,31.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.08.2019,
11,Yhteystiedot,,21.12.2022,
12,Postiosoite,Ammattikoulunkatu 6  60100  Seinäjoki  Suomi,,
13,Käyntiosoite,Ammattikoulunkatu 6  60100  Seinäjoki  Suomi,,
14,Puhelin,06-4149902,,
15,Sähköposti,heidi(a)tilineuvos.fi,,
16,Www,http://www.tilineuvos.fi,,
