,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bitumipojat Oy,01.04.2015,
1,Y-tunnus,2679419-5,,
2,Kotipaikka,Lempäälä,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,23.09.2022,23.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,17.02.2020,
12,Postiosoite,Pysäkkitie 2  37550  Lempäälä  Suomi,,
13,Käyntiosoite,Pysäkkitie 2  37550  Lempäälä  Suomi,,
14,Www,http://www.bitumipojat.fi,,
