,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JV-Monialapalvelut Oy,11.02.2016,
1,Y-tunnus,2738932-7,,
2,Kotipaikka,Nurmes,11.02.2016,
3,Yritysmuoto,Osakeyhtiö,11.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2016,,
6,Viimeisin rekisteröintiajankohta,21.07.2022,21.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2016,,
8,Yrityksen tila,Rekisterissä,11.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.06.2020,
11,Yhteystiedot,,16.05.2023,
12,Postiosoite,c/o Teollisuustie 11  Teollisuustie 11  75530  Nurmes  Suomi,,
13,Käyntiosoite,Teollisuustie 11  75530  Nurmes  Suomi,,
14,Puhelin,0505861054,,
