,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finnpiling Oy,17.02.2016,
1,Y-tunnus,2696162-7,,
2,Kotipaikka,Järvenpää,29.06.2015,
3,Yritysmuoto,Osakeyhtiö,29.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.06.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.06.2015,,
8,Yrityksen tila,Rekisterissä,29.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.03.2018,
12,Postiosoite,Jokelantie 346 D  05430  Nuppulinna  Suomi,,
13,Käyntiosoite,Alankotie 26 B  04400  Järvenpää  Suomi,,
14,Puhelin,0400901945,,
15,Sähköposti,info(a)piling.fi,,
16,Www,http://www.piling.fi,,
