,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RopeTech Oy,16.11.2015,
1,Y-tunnus,2717097-4,,
2,Kotipaikka,Loppi,16.11.2015,
3,Yritysmuoto,Osakeyhtiö,16.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.11.2015,,
6,Viimeisin rekisteröintiajankohta,07.02.2023,07.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.11.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.05.2021,
11,Yhteystiedot,,12.11.2019,
12,Postiosoite,Leppäläntie 3  11910  Riihimäki  Suomi,,
13,Puhelin,"0405295001, 0449820241",,
14,Sähköposti,contact(a)ropetech.fi,,
