,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kvanttifarmi Oy,10.04.2015,
1,Y-tunnus,2683630-8,,
2,Kotipaikka,Ilmajoki,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,05.08.2022,05.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.03.2015,
12,Postiosoite,Papinkatu 14 B 38  33200  Tampere  Suomi,,
13,Käyntiosoite,Könnintie 144  60800  Ilmajoki  Suomi,,
14,Puhelin,0405859233,,
