,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,GearMotive Oy,31.08.2018,
1,Y-tunnus,2668249-2,,
2,Kotipaikka,Sievi,31.08.2018,
3,Yritysmuoto,Osakeyhtiö,31.08.2018,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2022,26.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2015,,
8,Yrityksen tila,Rekisterissä,04.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,17.01.2017,
12,Postiosoite,Kalliontie 239  85430  Sievi  Suomi,,
