,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SuComIT Oy,05.08.2015,
1,Y-tunnus,2702891-9,,
2,Kotipaikka,Lappeenranta,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,01.03.2023,01.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2023,
11,Yhteystiedot,,11.04.2017,
12,Postiosoite,Valtakatu 49-51  53100  Lappeenranta  Suomi,,
13,Käyntiosoite,Valtakatu 49-51  53100  Lappeenranta  Suomi,,
14,Puhelin,+358405798588,,
15,Sähköposti,etunimi.sukunimi(a)sucomit.fi,,
16,Www,http://www.sucomit.fi,,
