,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JN Fastinvest Oy Ab,03.12.2015,
1,Y-tunnus,2728485-9,,
2,Kotipaikka,Parainen,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.11.2019,
11,Yhteystiedot,,26.04.2017,
12,Postiosoite,c/o JN Fastinvest oy ab  polmettovägen 12 A 4  21600  Pargas  Suomi,,
13,Käyntiosoite,c/o JN Fastinvest oy ab  Polmettovägen 12 A 4  21600  Pargas  Suomi,,
14,Puhelin,050 5210 797,,
15,Sähköposti,jn.fastinvest(a)gmail.com,,
