,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ljusström Kapital Oy,08.06.2015,
1,Y-tunnus,2691755-4,,
2,Kotipaikka,Kaarina,08.06.2015,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.10.2019,
11,Yhteystiedot,,20.05.2015,
12,Postiosoite,Vinssikatu 16  20540  Turku  Suomi,,
13,Käyntiosoite,Vinssikatu 16  20540  Turku  Suomi,,
