,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaikuttavuustieto Vaikuta Oy,08.10.2015,
1,Y-tunnus,2708625-4,,
2,Kotipaikka,Kauniainen,08.10.2015,
3,Yritysmuoto,Osakeyhtiö,08.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.10.2015,,
6,Viimeisin rekisteröintiajankohta,14.10.2020,14.10.2020,
7,Yrityksen tiedot järjestelmässä alkaen,08.10.2015,,
8,Yrityksen tila,Rekisterissä,08.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.04.2019,
12,Postiosoite,Itämerenkatu 5  00180  Helsinki  Suomi,,
13,Käyntiosoite,Itämerenkatu 5  00180  Helsinki  Suomi,,
