,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tilitoimisto Mandaatti Helsinki Oy,29.03.2021,
1,Y-tunnus,2680288-8,,
2,Kotipaikka,Helsinki,16.03.2015,
3,Yritysmuoto,Osakeyhtiö,16.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.03.2015,,
6,Viimeisin rekisteröintiajankohta,08.06.2022,08.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.03.2015,,
8,Yrityksen tila,Rekisterissä,16.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2022,
11,Yhteystiedot,,06.03.2015,
12,Postiosoite,PL 50  00721  Helsinki  Suomi,,
13,Käyntiosoite,Eskolantie 1  00720  Helsinki  Suomi,,
