,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Samsoft Solutions Oy,24.11.2015,
1,Y-tunnus,2725737-5,,
2,Kotipaikka,Jyväskylä,24.11.2015,
3,Yritysmuoto,Osakeyhtiö,24.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
8,Yrityksen tila,Rekisterissä,24.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,01.01.2019,
12,Postiosoite,Gummeruksenkatu 3 B 24  40100  Jyväskylä  Suomi,,
13,Sähköposti,info(a)samsoft.fi,,
