,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,H2improve Oy,21.11.2017,
1,Y-tunnus,2726647-4,,
2,Kotipaikka,Helsinki,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2020,
11,Yhteystiedot,,02.08.2022,
12,Postiosoite,c/o Helander  Haahkatie 8 A 11  00200  Helsinki  Suomi,,
13,Käyntiosoite,c/o Helander  Haahkatie 8 A 11  00200  Helsinki  Suomi,,
14,Puhelin,"+358405841145, +35805841145",,
15,Sähköposti,hh(a)h2improve.fi,,
