,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KotkaGas Oy,01.01.2021,
1,Y-tunnus,2717028-8,,
2,Kotipaikka,Kotka,16.02.2016,
3,Yritysmuoto,Osakeyhtiö,31.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.06.2022,15.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.01.2016,,
8,Yrityksen tila,Rekisterissä,31.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.08.2020,
11,Yhteystiedot,,09.02.2016,
12,Postiosoite,PL 232  48101  Kotka  Suomi,,
13,Puhelin,05 2277 270,,
14,Sähköposti,etunimi.sukunimi(a)kotkanenergia.fi,,
15,Www,http://www.kotkanenergia.fi,,
