,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MagiCore Oy,29.04.2016,
1,Y-tunnus,2732476-9,,
2,Kotipaikka,Helsinki,29.04.2016,
3,Yritysmuoto,Osakeyhtiö,29.04.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2016,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2016,,
8,Yrityksen tila,Rekisterissä,29.04.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,05.02.2016,
12,Postiosoite,c/o Lapgier Consulting GmbH Baarerstrasse 11 6300 Zug  Sveitsi,,
