,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Werklig Group Oy,11.12.2015,
1,Y-tunnus,2722097-8,,
2,Kotipaikka,Helsinki,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
8,Yrityksen tila,Rekisterissä,11.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,14.12.2017,
12,Postiosoite,Siltasaarenkatu 18-20 B 9  00530  Helsinki  Suomi,,
13,Käyntiosoite,Siltasaarenkatu 18-20 B 9  00530  Helsinki  Suomi,,
14,Puhelin,0504060040,,
