,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Icefox Outdoor Oy,26.01.2016,
1,Y-tunnus,2733068-3,,
2,Kotipaikka,Espoo,26.01.2016,
3,Yritysmuoto,Osakeyhtiö,26.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2016,,
8,Yrityksen tila,Rekisterissä,26.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,22.12.2015,
12,Postiosoite,Soukanniitty 2 B  02360  Espoo  Suomi,,
13,Käyntiosoite,Soukanniitty 2 B  02360  Espoo  Suomi,,
14,Puhelin,0504243747,,
15,Sähköposti,janne.yla-viteli(a)icefox.fi,,
