,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Protrax Oy,18.05.2015,
1,Y-tunnus,2688286-5,,
2,Kotipaikka,Kuusamo,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,01.10.2022,01.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.09.2020,
11,Yhteystiedot,,14.06.2021,
12,Postiosoite,kivikonlaita 35  00940  Helsinki  Suomi,,
13,Käyntiosoite,kivikonlaita 35  00940  Helsinki  Suomi,,
