,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ylläksen Kelkkavuokraamo Oy,05.01.2016,
1,Y-tunnus,2732732-9,,
2,Kotipaikka,Kolari,05.01.2016,
3,Yritysmuoto,Osakeyhtiö,05.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.01.2016,,
6,Viimeisin rekisteröintiajankohta,04.10.2022,04.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.01.2016,,
8,Yrityksen tila,Rekisterissä,05.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,18.12.2015,
12,Postiosoite,Patikoijantie 2 B 1  95980  Ylläsjärvi  Suomi,,
13,Käyntiosoite,Iso-Ylläksentie 44  95980  Ylläsjärvi  Suomi,,
14,Sähköposti,kelkkavuokraamo(a)gmail.com,,
