,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Team Lampela Oy,23.10.2015,
1,Y-tunnus,2719136-1,,
2,Kotipaikka,Salla,23.10.2015,
3,Yritysmuoto,Osakeyhtiö,23.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.10.2022,07.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.10.2015,,
8,Yrityksen tila,Rekisterissä,23.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,17.07.2016,
12,Postiosoite,Pahkakummuntie 2a  98600  Kursu  Suomi,,
13,Käyntiosoite,Pahkakummuntie 2a  98600  Kursu  Suomi,,
14,Puhelin,+358404183203,,
15,Sähköposti,teamlampelaoy(a)gmail.com,,
