,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Comatec Automation Oy,31.07.2019,
1,Y-tunnus,2688508-9,,
2,Kotipaikka,Tampere,31.07.2019,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,16.08.2022,16.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,29.03.2022,
12,Postiosoite,Sukkulakatu 3  55120  Imatra  Suomi,,
13,Puhelin,029 000 2000,,
14,Www,http://www.comatec.fi,,
